blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
9345091,1740223889,0x3f6a4a3e77bf73958cae37a59a4571ce7d158058e14b1e5fed86bf8484f284e3,253,0xcfe88798e707bdeb21de2a11db7d83a283a03395c29378168f72e0f19f85e897,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,1.20032674831e-07,Shadow,SHADOW,18,0,1142967,55010000000,770239,770239,deprecated,4070714
9377593,1740235738,0xba25238780fca2f424d3f66409e02f139569d7feb2ce716312fbcc076b2f2e03,261,0xfe7aecf6ad64e8495d30ab46d588c900d94b699fda5ca12f0e5a3ee67e16385c,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,1.3681316640000001e-08,Shadow,SHADOW,18,0,1142967,55010000000,770239,770239,deprecated,4038212
9377593,1740235738,0xba25238780fca2f424d3f66409e02f139569d7feb2ce716312fbcc076b2f2e03,261,0xfe7aecf6ad64e8495d30ab46d588c900d94b699fda5ca12f0e5a3ee67e16385c,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,2.2865318290000002e-08,Shadow,SHADOW,18,0,1142967,55010000000,770239,770239,deprecated,4038212
9437794,1740257851,0x5604d6b3a05739d819ad786a1a92e9571b4d7c6c4e72130ef550b02286755045,264,0xb5674f42c6bc759ec5188ad5c6c3fbf19726236b8be41c586f4f4fd4cdebf9e0,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,3.460256873e-08,Shadow,SHADOW,18,3,1142967,60500000000,770239,1691797,deprecated,3978022
9437794,1740257851,0x5604d6b3a05739d819ad786a1a92e9571b4d7c6c4e72130ef550b02286755045,264,0xb5674f42c6bc759ec5188ad5c6c3fbf19726236b8be41c586f4f4fd4cdebf9e0,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,5.7830599825000004e-08,Shadow,SHADOW,18,3,1142967,60500000000,770239,1691797,deprecated,3978022
9567824,1740315162,0xa35bebe9be4102d45d34b2009652e65a41d1e82183d978b9be2d9113a691e18b,272,0xc402b3ca4b91f28a9591d825111ea4cae0768c3de023da6802cb6b04aaab2d5f,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,8.378401088e-08,Shadow,SHADOW,18,0,1829640,59320000000,1238918,1238918,deprecated,3848003
9567824,1740315162,0xa35bebe9be4102d45d34b2009652e65a41d1e82183d978b9be2d9113a691e18b,272,0xc402b3ca4b91f28a9591d825111ea4cae0768c3de023da6802cb6b04aaab2d5f,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,1.40026587122e-07,Shadow,SHADOW,18,0,1829640,59320000000,1238918,1238918,deprecated,3848003
9666351,1740350543,0x92adcb7b37fabfa599f7674559bbe2f7a183989e436c413ae9817f1cf6a00c66,284,0xe8ba88a06237b8f5021b0015efe544858323aa15bee81029cff2285c503f857f,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,5.3502868586e-08,Shadow,SHADOW,18,1,2032361,55010000000,1378922,1564888,deprecated,3749487
9666351,1740350543,0x92adcb7b37fabfa599f7674559bbe2f7a183989e436c413ae9817f1cf6a00c66,284,0xe8ba88a06237b8f5021b0015efe544858323aa15bee81029cff2285c503f857f,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,8.9418303214e-08,Shadow,SHADOW,18,1,2032361,55010000000,1378922,1564888,deprecated,3749487
9789773,1740395074,0xe30901db346aaa45c8af06aeca7a77f63b99ebfd3277db3c0454ea505569f8d8,288,0x712c28874d3773dea309ccd585391524d60c9c9584a97468e818f64363078c20,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,5.6721121903000005e-08,Shadow,SHADOW,18,1,1477173,55010000000,1005793,1221950,deprecated,3626078
9789773,1740395074,0xe30901db346aaa45c8af06aeca7a77f63b99ebfd3277db3c0454ea505569f8d8,288,0x712c28874d3773dea309ccd585391524d60c9c9584a97468e818f64363078c20,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,9.479690736100001e-08,Shadow,SHADOW,18,1,1477173,55010000000,1005793,1221950,deprecated,3626078
9864746,1740420685,0x2c05baade8bc1d4367af2a34e6bb959a68dc7d1e15c95acf42bdf45ec4302bcc,298,0x8dded61be6f30e5facac5b727284555cb4d8621471d21fb1e7e387a21fb17cf6,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,3.7091056579e-08,Shadow,SHADOW,18,1,1601295,55010000000,1084191,1375466,deprecated,3551118
9864746,1740420685,0x2c05baade8bc1d4367af2a34e6bb959a68dc7d1e15c95acf42bdf45ec4302bcc,298,0x8dded61be6f30e5facac5b727284555cb4d8621471d21fb1e7e387a21fb17cf6,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,6.198956114700001e-08,Shadow,SHADOW,18,1,1601295,55010000000,1084191,1375466,deprecated,3551118
10058307,1740489276,0x6098bc633cfb9f922bf4a3bf1641c3c43943f3f6c38bac16fd11be9fa59f519e,305,0x6f7a83b3210679265b0aabfc5ed1028c3921d239dd7657e3660e81f1b0313e65,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,2.42157856645e-07,Shadow,SHADOW,18,0,1411442,55010000000,955838,955838,deprecated,3357569
10058307,1740489276,0x6098bc633cfb9f922bf4a3bf1641c3c43943f3f6c38bac16fd11be9fa59f519e,305,0x6f7a83b3210679265b0aabfc5ed1028c3921d239dd7657e3660e81f1b0313e65,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,4.0471371392300005e-07,Shadow,SHADOW,18,0,1411442,55010000000,955838,955838,deprecated,3357569
10113984,1740508306,0x17d3c3ac487dd8283e56bdc8c9a8c85b0000984e3648f1e8de617b818cd0cfc7,307,0x5e60d6b84e726c3ce5de7a2299db2c77c0153168085fd4e57ce05a92d0a82030,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,8.718652203600001e-08,Shadow,SHADOW,18,2,1136471,56190000000,765935,1663745,deprecated,3301906
10113984,1740508306,0x17d3c3ac487dd8283e56bdc8c9a8c85b0000984e3648f1e8de617b818cd0cfc7,307,0x5e60d6b84e726c3ce5de7a2299db2c77c0153168085fd4e57ce05a92d0a82030,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,1.45713137812e-07,Shadow,SHADOW,18,2,1136471,56190000000,765935,1663745,deprecated,3301906
10152426,1740521595,0x3537134ca4e39505a0125891810258d6ac52dc6b6f80a940f8aa0fc47d6a7042,312,0x2280908a6fa8bb2f168f6da3612708d79a97603e09cf3470787730a2dda94e4e,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,3.5061444938000006e-08,Shadow,SHADOW,18,0,1136471,63000000000,765935,765935,deprecated,3263464
10152426,1740521595,0x3537134ca4e39505a0125891810258d6ac52dc6b6f80a940f8aa0fc47d6a7042,312,0x2280908a6fa8bb2f168f6da3612708d79a97603e09cf3470787730a2dda94e4e,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,5.8597510701e-08,Shadow,SHADOW,18,0,1136471,63000000000,765935,765935,deprecated,3263464
10299120,1740575279,0x551b095ebbb08357a499ee9d7cdb461e3424d67055204f33b2a678314b8fc543,316,0x5c2deb94dd70898217e93222a00c4908c33963847b339f451e45e783f30fbb76,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,1.08213329189e-07,Shadow,SHADOW,18,0,1136471,55010000000,765935,765935,deprecated,3116785
10299120,1740575279,0x551b095ebbb08357a499ee9d7cdb461e3424d67055204f33b2a678314b8fc543,316,0x5c2deb94dd70898217e93222a00c4908c33963847b339f451e45e783f30fbb76,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,1.80854831469e-07,Shadow,SHADOW,18,0,1136471,55010000000,765935,765935,deprecated,3116785
10399613,1740609950,0x380a3c45a6f8c6352b839ac57fbf6a2af2d6ae5b213b3031404facdee40d9b10,320,0x63e51875b6dfc3bfd8ef9f6ff5cd2086cb6bd90bf2f41d1e74248161a695f068,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,1.2397978306400002e-07,Shadow,SHADOW,18,2,1136471,55010000000,765935,810835,deprecated,3016308
10399613,1740609950,0x380a3c45a6f8c6352b839ac57fbf6a2af2d6ae5b213b3031404facdee40d9b10,320,0x63e51875b6dfc3bfd8ef9f6ff5cd2086cb6bd90bf2f41d1e74248161a695f068,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,2.07204999048e-07,Shadow,SHADOW,18,2,1136471,55010000000,765935,810835,deprecated,3016308
10594859,1740684584,0x58d063ebcc19e71d5472ae235bfb82559d169e9f0c63d3c8814a59ec8c2041d7,322,0x14f7038b50b1a30d030a476f56c89186d2fca2a0dc543d99fe9c3c310e0903e9,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,1.2007012849000001e-08,Shadow,SHADOW,18,0,1829156,55010000000,1242971,1242971,deprecated,2821078
10594859,1740684584,0x58d063ebcc19e71d5472ae235bfb82559d169e9f0c63d3c8814a59ec8c2041d7,322,0x14f7038b50b1a30d030a476f56c89186d2fca2a0dc543d99fe9c3c310e0903e9,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0.001160419601543924,Shadow,SHADOW,18,0,1829156,55010000000,1242971,1242971,deprecated,2821078
10594859,1740684584,0x58d063ebcc19e71d5472ae235bfb82559d169e9f0c63d3c8814a59ec8c2041d7,322,0x14f7038b50b1a30d030a476f56c89186d2fca2a0dc543d99fe9c3c310e0903e9,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,2.0067086943e-08,Shadow,SHADOW,18,0,1829156,55010000000,1242971,1242971,deprecated,2821078
10594859,1740684584,0x58d063ebcc19e71d5472ae235bfb82559d169e9f0c63d3c8814a59ec8c2041d7,322,0x14f7038b50b1a30d030a476f56c89186d2fca2a0dc543d99fe9c3c310e0903e9,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0.001939386700715927,Shadow,SHADOW,18,0,1829156,55010000000,1242971,1242971,deprecated,2821078
10790354,1740758375,0x749fa6665bff3d1ec22fb56405eeae71cf77d76d104936eeaabc9569bae8aed8,327,0x90f125922bf4496a8a7ae43a8f34b2ac725cbf7b7f98cdf854a2685549716881,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0.0016838304221451902,Shadow,SHADOW,18,0,1140219,55010000000,768490,768490,deprecated,2625602
10790354,1740758375,0x749fa6665bff3d1ec22fb56405eeae71cf77d76d104936eeaabc9569bae8aed8,327,0x90f125922bf4496a8a7ae43a8f34b2ac725cbf7b7f98cdf854a2685549716881,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0.0028141530207042593,Shadow,SHADOW,18,0,1140219,55010000000,768490,768490,deprecated,2625602
10964381,1740828418,0x4beb8a59292c8a030b29c7a3180d3aaf1faae1e393d7449913196ab633ceea20,331,0x4489839a1eb32a0ab954363f9349bd1e791dae12aa30e00445730fd2ad46ce38,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0.0008260423917414621,Shadow,SHADOW,18,0,1140219,55010000000,768490,768490,deprecated,2451593
10964381,1740828418,0x4beb8a59292c8a030b29c7a3180d3aaf1faae1e393d7449913196ab633ceea20,331,0x4489839a1eb32a0ab954363f9349bd1e791dae12aa30e00445730fd2ad46ce38,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0.0013805485762559552,Shadow,SHADOW,18,0,1140219,55010000000,768490,768490,deprecated,2451593
11180368,1740920520,0x31a79a8962b7764d762a900dbeb9b285b2a70f5776d24f0fb73db9cb26256101,334,0xf6cbeb177ff4ad1ade57ea145479636701caeffe87fcb79553c7a2558a6913dd,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0.0006372178344060881,Shadow,SHADOW,18,1,1140219,55010000000,768490,933395,deprecated,2235622
11180368,1740920520,0x31a79a8962b7764d762a900dbeb9b285b2a70f5776d24f0fb73db9cb26256101,334,0xf6cbeb177ff4ad1ade57ea145479636701caeffe87fcb79553c7a2558a6913dd,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0.0010649697677132801,Shadow,SHADOW,18,1,1140219,55010000000,768490,933395,deprecated,2235622
11382189,1741000665,0xd6afa775f022b3106ad4cf6b7f5e8eaa9680875863e86d888622ffff35d70488,344,0x40c0827a6bbf3c3aa992834591a39aceb6aa077aca229a1e746ea04c12ec86e8,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0.000766864293612588,Shadow,SHADOW,18,0,1466391,55010000000,993667,993667,deprecated,2033819
11382189,1741000665,0xd6afa775f022b3106ad4cf6b7f5e8eaa9680875863e86d888622ffff35d70488,344,0x40c0827a6bbf3c3aa992834591a39aceb6aa077aca229a1e746ea04c12ec86e8,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0.0012821219990390982,Shadow,SHADOW,18,0,1466391,55010000000,993667,993667,deprecated,2033819
11819670,1741175221,0xca353f30e162578dc1c005e7c03872f277252464e4d59a92e127cb974202575c,347,0xf29f699489ae44413d7c186827b1f1ee0c5069ffb547767358a7fc9f030019bf,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0.00052256555810669,Shadow,SHADOW,18,0,607293,55000000000,582453,582453,deprecated,1596356
11819670,1741175221,0xca353f30e162578dc1c005e7c03872f277252464e4d59a92e127cb974202575c,347,0xf29f699489ae44413d7c186827b1f1ee0c5069ffb547767358a7fc9f030019bf,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x3333b97138d4b086720b5ae8a7844b1345a33333,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0.000639188432025766,Shadow,SHADOW,18,0,607293,55000000000,582453,582453,deprecated,1596356
7685396,1739444453,0x409fb65c93f658ee077b89c02928c091d852a00017d904e110446130230cb508,104,0xaa8bf8eafa1b4dac57278015edd6c231afc453cc4f684675d6208db0c2e030a8,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x5050bc082ff4a74fb6b0b04385defddb114b2424,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,8.065549912134534,xShadow,xSHADOW,18,1,1821494,55020000000,1241829,1262829,deprecated,5730921
7685396,1739444453,0x409fb65c93f658ee077b89c02928c091d852a00017d904e110446130230cb508,104,0xaa8bf8eafa1b4dac57278015edd6c231afc453cc4f684675d6208db0c2e030a8,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x5050bc082ff4a74fb6b0b04385defddb114b2424,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,6.562736785122671,xShadow,xSHADOW,18,1,1821494,55020000000,1241829,1262829,deprecated,5730921
7770519,1739489209,0x7793ea35b1c3ef39bca379c689bd88ea6c19dddd0a77339dce06f50272081bff,119,0xdd0874e03166e6eb776cc31df691aca78865fdf26620b3a9b201bae9d57567fa,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x5050bc082ff4a74fb6b0b04385defddb114b2424,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,15.709200824694655,xShadow,xSHADOW,18,1,384630,55000000000,368383,589637,deprecated,5645812
7840065,1739531658,0xd086e638264c7dffecb55343f6106ceb3f2327eaaffa53c6559a741edf4b2009,121,0x0bf66f2cffbf0a2c6ae41a41f055a6ceed6d01cefcacf70bd033c58b97a0481c,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x5050bc082ff4a74fb6b0b04385defddb114b2424,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,12.359104653642916,xShadow,xSHADOW,18,0,576945,55010000000,387615,387615,deprecated,5576277
7999861,1739627739,0x4193aecc45bb733fbcab66b37fc89884b6a2f2f7bdbe4c3d42899776bfd78df6,129,0x1c23f91b5268a5f15e631942fd4d6765137ab8ebd55a7d9d9d054e4f08b151fc,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x5050bc082ff4a74fb6b0b04385defddb114b2424,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,22.059182903488217,xShadow,xSHADOW,18,3,402002,55000000000,385511,1696080,deprecated,5416491
8050980,1739658720,0xb28db47b0e7292ddcc2f1db80a955400849da38e83f83f936b803f1fbca34489,131,0xec4afd938db9e5770e8bf20014c77c3ef538684e484797d456d76201086ebe26,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x5050bc082ff4a74fb6b0b04385defddb114b2424,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,9.948678556522017,xShadow,xSHADOW,18,0,576945,55010000000,387615,387615,deprecated,5365384
8117468,1739706086,0x4397e8fee3b4325b3ba1b951fac0d4ae5df7600dec398da5be022ca08b63d560,133,0x04e03afc5862b6ad7c5541160b0c61246444d8f2f045aabee3d53615b56af01e,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x5050bc082ff4a74fb6b0b04385defddb114b2424,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,13.255555591493444,xShadow,xSHADOW,18,0,576945,55010000000,387615,387615,deprecated,5298910
8171932,1739737500,0x3edf9dacafe8be8f7aab63295e5cb6843d9546be554a7f2b6a4d901674eb44b8,135,0xce3a6ba486897cc13ce12005fc0932383dfb56bd905541c79909812cd1f613cf,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x5050bc082ff4a74fb6b0b04385defddb114b2424,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,8.743640059574563,xShadow,xSHADOW,18,0,575903,57000000000,387511,387511,deprecated,5244446
8264278,1739793995,0x00a16c0625e72a7416546b1572d877cf755305c7159f656df5e2f7c23c42a179,137,0x520ee96f8b6476254d90a74cfb2be3e9123d50d2ad59a380e4e5280cb2b37d56,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x5050bc082ff4a74fb6b0b04385defddb114b2424,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,17.121890005543726,xShadow,xSHADOW,18,8,572843,55010000000,384782,3141557,deprecated,5152116
8268698,1739795942,0xdbdbba2ceb460c599d1f753fa06c898a752f57261c5330e4691e82bc44a5a61e,150,0xd74b7ccfde9039443c88eb980341dfb111d93b047f14c2777255415661cecfa1,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x5050bc082ff4a74fb6b0b04385defddb114b2424,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,0.7481595563878431,xShadow,xSHADOW,18,1,694373,55010000000,389860,613348,deprecated,5147696
8342655,1739828205,0xd11edc270e2f9c0a0e791d2c5e338b93890c5d94bab2a80c0432131f8c0ed469,159,0x96746e4b99f0fa845b88f7a81a42e3afa31b4d535b69c8ad75416a950745cd27,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x5050bc082ff4a74fb6b0b04385defddb114b2424,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,5.2729045079559915,xShadow,xSHADOW,18,2,1629488,55010000000,1108946,1801645,deprecated,5073751
8342655,1739828205,0xd11edc270e2f9c0a0e791d2c5e338b93890c5d94bab2a80c0432131f8c0ed469,159,0x96746e4b99f0fa845b88f7a81a42e3afa31b4d535b69c8ad75416a950745cd27,0x0ac98ce57d24f77f48161d12157cb815af469fc0,0x5050bc082ff4a74fb6b0b04385defddb114b2424,0x87f16c31e32ae543278f5194cf94862f1cb1eee0,8.153949596707314,xShadow,xSHADOW,18,2,1629488,55010000000,1108946,1801645,deprecated,5073751
